age,job,marital,education,default,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,sexo,customer,balance_clp,morgage_loan,conversion,age_group
32,entrepreneur,married,secondary,no,yes,no,unknown,7,may,143,2,-1,0,unknown,no,hombre,zg12536,238500.0,,0,"[30, 40)"
33,technician,married,secondary,no,yes,yes,unknown,7,may,22,2,-1,0,unknown,no,mujer,ep39092,261700.0,,0,"[30, 40)"
36,services,single,secondary,no,yes,no,unknown,7,may,90,2,-1,0,unknown,no,hombre,oc57985,249800.0,,0,"[30, 40)"
35,services,married,secondary,no,yes,no,unknown,7,may,17,2,-1,0,unknown,no,hombre,zi56526,288000.0,,0,"[30, 40)"
44,admin.,single,secondary,no,yes,no,unknown,7,may,404,5,-1,0,unknown,no,hombre,px49771,222000.0,,0,"[40, 50)"
37,technician,married,secondary,no,yes,no,unknown,7,may,238,2,-1,0,unknown,no,hombre,uz91328,240700.0,,0,"[30, 40)"
48,admin.,divorced,secondary,no,yes,no,unknown,7,may,71,4,-1,0,unknown,no,hombre,kx28548,251800.0,,0,"[40, 50)"
38,blue-collar,married,secondary,no,yes,no,unknown,7,may,309,2,-1,0,unknown,no,mujer,mb04586,241400.0,,0,"[30, 40)"
44,technician,married,secondary,no,yes,no,unknown,7,may,408,3,-1,0,unknown,no,hombre,oj44387,215300.0,,0,"[40, 50)"
31,admin.,divorced,secondary,no,yes,no,unknown,7,may,128,4,-1,0,unknown,no,mujer,mg10329,230300.0,,0,"[30, 40)"
35,management,divorced,tertiary,no,yes,no,unknown,7,may,297,3,-1,0,unknown,no,mujer,gt02869,303800.0,,0,"[30, 40)"
54,technician,divorced,secondary,no,yes,yes,unknown,7,may,280,3,-1,0,unknown,no,hombre,fp62304,415400.0,,0,"[50, 60)"
28,admin.,single,secondary,no,yes,no,unknown,7,may,374,2,-1,0,unknown,no,mujer,yw34573,251000.0,,0,"[18, 30)"
38,unemployed,married,primary,no,yes,no,unknown,7,may,365,4,-1,0,unknown,no,mujer,ic27250,269700.0,,0,"[30, 40)"
48,technician,married,secondary,no,yes,no,unknown,8,may,177,3,-1,0,unknown,no,hombre,ct61834,297000.0,,0,"[40, 50)"
31,blue-collar,married,tertiary,no,yes,no,unknown,8,may,238,3,-1,0,unknown,no,mujer,nt48170,282700.0,,0,"[30, 40)"
59,,married,unknown,no,no,no,unknown,8,may,425,6,-1,0,unknown,no,mujer,xz89090,225000.0,,0,"[50, 60)"
29,admin.,single,secondary,no,yes,no,unknown,8,may,77,2,-1,0,unknown,no,mujer,el98099,336700.0,,0,"[18, 30)"
28,,married,secondary,no,yes,no,unknown,8,may,223,2,-1,0,unknown,no,hombre,tn15648,284700.0,,0,"[18, 30)"
50,blue-collar,married,primary,no,yes,no,unknown,8,may,201,2,-1,0,unknown,no,mujer,eb21699,261200.0,,0,"[50, 60)"
31,self-employed,single,tertiary,no,yes,no,unknown,8,may,239,2,-1,0,unknown,no,mujer,la98336,237000.0,,0,"[30, 40)"
32,admin.,single,secondary,no,yes,yes,unknown,8,may,308,3,-1,0,unknown,no,mujer,ip15713,233900.0,,0,"[30, 40)"
30,services,married,secondary,no,yes,no,unknown,8,may,137,2,-1,0,,no,hombre,kv86378,269200.0,,0,"[30, 40)"
32,management,single,tertiary,no,yes,no,unknown,8,may,162,2,-1,0,unknown,no,mujer,ug04822,236100.0,,0,"[30, 40)"
29,technician,single,secondary,no,yes,no,unknown,8,may,134,1,-1,0,unknown,no,mujer,pz72699,249700.0,,0,"[18, 30)"
30,admin.,divorced,secondary,no,yes,no,unknown,8,may,175,5,-1,0,unknown,no,mujer,hp21187,225100.0,,0,"[30, 40)"
34,management,married,primary,no,yes,no,unknown,8,may,125,3,-1,0,unknown,no,mujer,sd21918,225600.0,,0,"[30, 40)"
34,blue-collar,single,secondary,yes,yes,no,unknown,8,may,211,3,-1,0,unknown,no,mujer,ed11162,130300.0,,0,"[30, 40)"
41,,married,primary,no,yes,no,unknown,8,may,67,1,-1,0,unknown,no,hombre,ba68674,244100.0,,0,"[40, 50)"
36,blue-collar,married,secondary,no,yes,no,unknown,8,may,156,1,-1,0,unknown,no,hombre,wb02904,210300.0,,0,"[30, 40)"
31,technician,single,tertiary,no,yes,no,unknown,8,may,943,2,-1,0,unknown,yes,hombre,ta63062,295300.0,,1,"[30, 40)"
39,blue-collar,married,primary,no,no,no,unknown,8,may,813,1,-1,0,unknown,yes,mujer,qb92935,232000.0,,1,"[30, 40)"
36,technician,married,secondary,no,yes,no,unknown,8,may,178,1,-1,0,unknown,no,hombre,nm52935,233300.0,,0,"[30, 40)"
39,blue-collar,married,secondary,no,yes,no,unknown,8,may,142,1,-1,0,unknown,no,mujer,cd02431,237500.0,,0,"[30, 40)"
37,blue-collar,married,primary,no,yes,yes,unknown,8,may,194,1,-1,0,unknown,no,hombre,ua08099,244000.0,,0,"[30, 40)"
52,blue-collar,married,secondary,no,yes,no,unknown,8,may,132,1,-1,0,unknown,no,hombre,tt83364,229600.0,,0,"[50, 60)"
25,management,single,tertiary,no,yes,no,unknown,8,may,109,1,-1,0,unknown,no,mujer,nf89507,359800.0,,0,"[18, 30)"
42,technician,married,secondary,no,yes,no,unknown,8,may,94,1,-1,0,unknown,no,mujer,zg17665,267000.0,,0,"[40, 50)"
27,,divorced,secondary,no,yes,no,unknown,8,may,31,1,-1,0,unknown,no,mujer,ie52000,234600.0,,0,"[18, 30)"
42,blue-collar,married,primary,no,yes,no,unknown,8,may,84,4,-1,0,unknown,no,mujer,ol18124,252100.0,,0,"[40, 50)"
29,admin.,divorced,secondary,no,yes,yes,unknown,8,may,489,1,-1,0,unknown,no,hombre,qc74024,357000.0,,0,"[18, 30)"
38,blue-collar,married,primary,no,yes,no,unknown,8,may,180,1,-1,0,unknown,no,mujer,hw72926,230400.0,,0,"[30, 40)"
42,,married,primary,no,yes,no,unknown,8,may,314,1,-1,0,unknown,no,mujer,ox26046,244800.0,,0,"[40, 50)"
35,self-employed,married,primary,no,yes,no,unknown,8,may,207,1,-1,0,unknown,no,mujer,xj27660,334400.0,,0,"[30, 40)"
41,management,married,tertiary,no,yes,yes,unknown,8,may,146,3,-1,0,unknown,no,hombre,ts92001,239100.0,,0,"[40, 50)"
57,retired,married,primary,no,yes,no,unknown,8,may,193,1,-1,0,unknown,no,mujer,rw60378,245700.0,,0,"[50, 60)"
36,blue-collar,married,secondary,no,yes,no,unknown,8,may,177,2,-1,0,unknown,no,hombre,ip53188,204400.0,,0,"[30, 40)"
56,management,divorced,tertiary,no,yes,no,unknown,8,may,1040,1,-1,0,unknown,no,mujer,ce34400,242700.0,,0,"[50, 60)"
33,blue-collar,divorced,primary,no,yes,no,unknown,8,may,622,1,-1,0,unknown,no,mujer,ks79518,242600.0,,0,"[30, 40)"
41,entrepreneur,divorced,tertiary,no,yes,no,unknown,8,may,170,2,-1,0,unknown,no,hombre,qo39840,183700.0,,0,"[40, 50)"
33,blue-collar,married,primary,no,yes,no,unknown,8,may,267,1,-1,0,unknown,no,mujer,aj76602,216900.0,,0,"[30, 40)"
35,management,divorced,tertiary,no,yes,no,unknown,8,may,1084,1,-1,0,unknown,yes,mujer,fu86229,383700.0,,1,"[30, 40)"
43,management,married,tertiary,no,yes,yes,unknown,8,may,528,1,-1,0,unknown,no,hombre,oc79914,312000.0,,0,"[40, 50)"
36,admin.,single,secondary,no,yes,no,unknown,8,may,183,1,-1,0,unknown,no,mujer,dl50375,245600.0,,0,"[30, 40)"
37,technician,married,secondary,no,yes,no,unknown,8,may,238,1,-1,0,unknown,no,mujer,jo53686,256600.0,,0,"[30, 40)"
51,,married,primary,yes,yes,yes,unknown,8,may,61,1,-1,0,,no,hombre,su81337,230700.0,,0,"[50, 60)"
28,housemaid,divorced,primary,no,yes,no,unknown,8,may,923,1,-1,0,unknown,no,mujer,wa66262,225100.0,,0,"[18, 30)"
43,blue-collar,,secondary,yes,no,no,unknown,8,may,70,1,-1,0,unknown,no,mujer,iv70332,224300.0,,0,"[40, 50)"
32,blue-collar,single,primary,no,yes,no,unknown,8,may,541,3,-1,0,unknown,yes,mujer,ap92320,286100.0,,1,"[30, 40)"
36,entrepreneur,single,secondary,no,yes,no,unknown,8,may,41,1,-1,0,unknown,no,mujer,id86585,240700.0,,0,"[30, 40)"
33,unemployed,single,secondary,no,yes,no,unknown,8,may,221,4,-1,0,unknown,no,mujer,oa10742,248300.0,,0,"[30, 40)"
39,admin.,married,secondary,no,yes,yes,unknown,8,may,35,1,-1,0,unknown,no,hombre,jf17603,266900.0,,0,"[30, 40)"
28,blue-collar,married,secondary,no,yes,no,unknown,8,may,262,1,-1,0,unknown,no,hombre,vi95953,238400.0,,0,"[18, 30)"
26,technician,single,secondary,no,no,no,unknown,8,may,151,1,-1,0,unknown,no,hombre,nm27102,433700.0,,0,"[18, 30)"
40,technician,married,tertiary,no,yes,no,unknown,8,may,135,2,-1,0,unknown,no,mujer,sv15880,235300.0,,0,"[40, 50)"
44,housemaid,married,secondary,no,yes,no,unknown,8,may,604,1,-1,0,unknown,no,mujer,px42225,253100.0,,0,"[40, 50)"
34,management,married,tertiary,no,yes,no,unknown,8,may,65,1,-1,0,unknown,no,hombre,oe79407,238300.0,,0,"[30, 40)"
47,blue-collar,married,primary,no,yes,no,unknown,8,may,380,3,-1,0,unknown,no,hombre,lf06928,411500.0,,0,"[40, 50)"
55,blue-collar,single,tertiary,no,yes,no,unknown,8,may,693,1,-1,0,unknown,no,mujer,hb81811,257500.0,,0,"[50, 60)"
48,blue-collar,divorced,primary,no,yes,no,unknown,8,may,11,1,-1,0,unknown,no,hombre,wm29040,223200.0,,0,"[40, 50)"
36,blue-collar,single,primary,no,yes,no,unknown,8,may,405,1,-1,0,unknown,no,mujer,ev91929,229900.0,,0,"[30, 40)"
31,management,single,tertiary,no,yes,yes,unknown,8,may,20,1,-1,0,unknown,no,mujer,rd07544,744400.0,223320.0,0,"[30, 40)"
30,management,single,tertiary,no,yes,yes,unknown,8,may,202,1,-1,0,unknown,no,hombre,le71947,230900.0,,0,"[30, 40)"
46,,married,primary,no,yes,no,unknown,8,may,235,1,-1,0,unknown,no,mujer,ol45449,229500.0,,0,"[40, 50)"
30,admin.,single,secondary,no,yes,no,unknown,8,may,75,1,-1,0,unknown,no,hombre,cc39195,263700.0,,0,"[30, 40)"
32,blue-collar,single,secondary,no,yes,yes,unknown,8,may,134,1,-1,0,unknown,no,mujer,ld65304,225500.0,,0,"[30, 40)"
48,blue-collar,single,unknown,no,yes,no,unknown,8,may,101,2,-1,0,unknown,no,mujer,rz91494,232100.0,,0,"[40, 50)"
48,admin.,single,secondary,no,yes,no,unknown,8,may,255,1,-1,0,unknown,no,hombre,vh49864,234600.0,,0,"[40, 50)"
36,services,single,tertiary,no,yes,no,unknown,8,may,80,1,-1,0,unknown,no,hombre,wp48719,232200.0,,0,"[30, 40)"
41,admin.,single,secondary,no,yes,no,unknown,8,may,462,1,-1,0,unknown,no,hombre,gj45794,396500.0,,0,"[40, 50)"
49,admin.,single,primary,no,yes,no,unknown,8,may,161,3,-1,0,unknown,no,hombre,tu80317,243100.0,,0,"[40, 50)"
26,blue-collar,married,secondary,yes,yes,no,unknown,8,may,200,1,-1,0,unknown,no,hombre,gd74952,227000.0,,0,"[18, 30)"
38,management,married,secondary,no,yes,no,unknown,8,may,56,1,-1,0,unknown,no,,ga12256,231500.0,,0,"[30, 40)"
27,student,single,secondary,no,yes,no,unknown,8,may,238,1,-1,0,unknown,no,mujer,fb22422,233100.0,,0,"[18, 30)"
51,retired,married,secondary,no,yes,yes,unknown,8,may,418,1,-1,0,unknown,no,hombre,hp69229,247600.0,,0,"[50, 60)"
33,admin.,divorced,secondary,no,yes,no,unknown,8,may,139,2,-1,0,unknown,no,hombre,xu10569,337800.0,,0,"[30, 40)"
53,unemployed,married,secondary,no,yes,no,unknown,8,may,96,2,-1,0,unknown,no,hombre,nh75225,283200.0,,0,"[50, 60)"
36,technician,married,secondary,no,yes,no,unknown,8,may,39,1,-1,0,unknown,no,mujer,ep55934,561100.0,168330.0,0,"[30, 40)"
48,technician,divorced,secondary,no,yes,no,unknown,8,may,471,1,-1,0,,no,hombre,zm08401,242700.0,,0,"[40, 50)"
27,admin.,single,secondary,no,yes,no,unknown,8,may,231,2,-1,0,unknown,no,mujer,ar00876,243100.0,,0,"[18, 30)"
42,technician,married,secondary,no,yes,no,unknown,8,may,66,2,-1,0,unknown,no,mujer,ab15839,225000.0,,0,"[40, 50)"
61,blue-collar,married,primary,no,yes,no,unknown,8,may,204,1,-1,0,unknown,no,mujer,bi17170,298400.0,,0,"[60, 70)"
31,self-employed,married,tertiary,no,yes,no,unknown,8,may,159,1,-1,0,unknown,no,mujer,dw77763,257200.0,,0,"[30, 40)"
37,blue-collar,single,secondary,no,yes,no,unknown,8,may,200,1,-1,0,,no,mujer,hd85807,238400.0,,0,"[30, 40)"
34,entrepreneur,married,tertiary,no,yes,no,unknown,8,may,187,3,-1,0,unknown,no,mujer,sq13448,1035000.0,310500.0,0,"[30, 40)"
55,technician,married,unknown,no,yes,no,unknown,8,may,166,1,-1,0,unknown,no,mujer,sr90692,233400.0,,0,"[50, 60)"
24,services,married,secondary,no,yes,no,unknown,8,may,144,1,-1,0,unknown,no,hombre,pg19837,287000.0,,0,"[18, 30)"
41,technician,married,unknown,no,yes,no,unknown,8,may,690,1,-1,0,unknown,no,mujer,hi69937,250400.0,,0,"[40, 50)"
34,blue-collar,single,primary,no,yes,no,unknown,8,may,323,1,-1,0,unknown,no,mujer,se98664,225000.0,,0,"[30, 40)"
29,blue-collar,married,secondary,no,yes,no,unknown,8,may,194,1,-1,0,,no,mujer,pp51574,590300.0,177090.0,0,"[18, 30)"
42,blue-collar,single,primary,no,yes,yes,unknown,8,may,82,1,-1,0,unknown,no,hombre,mj14220,238400.0,,0,"[40, 50)"
45,services,married,secondary,no,yes,no,unknown,8,may,269,1,-1,0,unknown,no,hombre,bn67490,363100.0,,0,"[40, 50)"
49,management,married,secondary,no,yes,no,unknown,8,may,285,1,-1,0,unknown,no,hombre,ad20569,235400.0,,0,"[40, 50)"
26,blue-collar,single,primary,no,yes,no,unknown,8,may,101,1,-1,0,unknown,no,hombre,bh27447,256800.0,,0,"[18, 30)"
35,technician,single,secondary,no,yes,no,unknown,8,may,294,1,-1,0,unknown,no,mujer,ky52050,440100.0,,0,"[30, 40)"
49,services,married,secondary,no,yes,no,unknown,8,may,1119,1,-1,0,unknown,yes,hombre,xy41177,224200.0,,1,"[40, 50)"
44,blue-collar,married,primary,no,yes,no,unknown,8,may,249,1,-1,0,unknown,no,mujer,uf44083,243500.0,,0,"[40, 50)"
41,management,married,tertiary,no,no,no,unknown,8,may,106,1,-1,0,unknown,no,mujer,tl85891,402300.0,,0,"[40, 50)"
50,blue-collar,married,primary,no,yes,no,unknown,8,may,152,1,-1,0,unknown,no,hombre,oo44534,229000.0,,0,"[50, 60)"
58,retired,married,tertiary,no,yes,no,unknown,8,may,12,2,-1,0,unknown,no,mujer,hp42467,229400.0,,0,"[50, 60)"
43,blue-collar,married,secondary,no,yes,no,unknown,8,may,187,1,-1,0,unknown,no,hombre,eq28436,225000.0,,0,"[40, 50)"
34,management,married,tertiary,no,yes,no,unknown,8,may,214,2,-1,0,unknown,no,mujer,ci09705,225000.0,,0,"[30, 40)"
57,admin.,divorced,secondary,no,yes,no,unknown,8,may,268,1,-1,0,unknown,no,hombre,rl53957,305800.0,,0,"[50, 60)"
43,services,divorced,secondary,no,yes,no,unknown,8,may,193,1,-1,0,unknown,no,hombre,rp44344,238000.0,,0,"[40, 50)"
38,services,married,secondary,no,yes,no,unknown,8,may,95,1,-1,0,unknown,no,mujer,bm09789,275700.0,,0,"[30, 40)"
35,self-employed,married,tertiary,no,yes,no,unknown,8,may,60,1,-1,0,unknown,no,mujer,we93601,309400.0,,0,"[30, 40)"
49,admin.,married,primary,no,yes,no,unknown,8,may,381,1,-1,0,unknown,no,hombre,cs75944,270800.0,,0,"[40, 50)"
33,blue-collar,married,primary,yes,yes,no,unknown,8,may,206,1,-1,0,unknown,no,hombre,le44065,150600.0,,0,"[30, 40)"
60,retired,married,primary,no,yes,no,unknown,8,may,75,1,-1,0,unknown,no,hombre,th20614,224800.0,,0,"[60, 70)"
33,technician,single,tertiary,no,yes,no,unknown,8,may,128,1,-1,0,unknown,no,hombre,ek76241,237900.0,,0,"[30, 40)"
33,services,divorced,secondary,no,yes,no,unknown,8,may,216,1,-1,0,unknown,no,mujer,mr56017,266100.0,,0,"[30, 40)"
47,management,married,tertiary,no,yes,no,unknown,8,may,155,1,-1,0,,no,mujer,ha91042,289300.0,,0,"[40, 50)"
37,technician,single,unknown,no,yes,no,unknown,8,may,103,3,-1,0,unknown,no,hombre,yo00073,264100.0,,0,"[30, 40)"
34,blue-collar,married,secondary,no,yes,yes,unknown,8,may,494,1,-1,0,unknown,no,mujer,rn85642,233000.0,,0,"[30, 40)"
32,technician,single,secondary,no,yes,no,unknown,8,may,107,1,-1,0,unknown,no,hombre,lt07415,226000.0,,0,"[30, 40)"
36,admin.,married,secondary,no,yes,yes,unknown,8,may,147,1,-1,0,unknown,no,mujer,ms78758,236400.0,,0,"[30, 40)"
40,blue-collar,single,secondary,no,yes,no,unknown,8,may,190,1,-1,0,unknown,no,mujer,qv88339,225100.0,,0,"[40, 50)"
57,management,,tertiary,no,yes,no,unknown,8,may,339,2,-1,0,unknown,no,mujer,gg80287,359100.0,,0,"[50, 60)"
48,,married,primary,no,yes,no,unknown,8,may,198,1,-1,0,unknown,no,hombre,ao84612,225400.0,,0,"[40, 50)"
26,blue-collar,married,secondary,no,yes,no,unknown,8,may,141,1,-1,0,unknown,no,mujer,tt69735,277000.0,,0,"[18, 30)"
30,management,single,tertiary,no,yes,no,unknown,8,may,255,1,-1,0,unknown,no,hombre,tb55909,595600.0,178680.0,0,"[30, 40)"
41,admin.,married,secondary,no,yes,no,unknown,8,may,1120,2,-1,0,unknown,yes,hombre,gf47343,230500.0,,1,"[40, 50)"
30,self-employed,married,secondary,no,yes,no,unknown,8,may,306,1,-1,0,unknown,no,mujer,dh49648,238100.0,,0,"[30, 40)"
35,management,married,tertiary,no,yes,no,unknown,8,may,249,1,-1,0,unknown,no,hombre,bh88943,419200.0,,0,"[30, 40)"
36,entrepreneur,married,unknown,no,yes,no,unknown,8,may,215,1,-1,0,unknown,no,mujer,vl83730,254800.0,,0,"[30, 40)"
52,technician,married,secondary,no,no,no,unknown,8,may,143,1,-1,0,unknown,no,hombre,wx12907,254100.0,,0,"[50, 60)"
45,blue-collar,married,primary,no,yes,no,unknown,8,may,162,1,-1,0,unknown,no,hombre,ky91395,233500.0,,0,"[40, 50)"
35,management,single,tertiary,no,yes,no,unknown,8,may,81,1,-1,0,unknown,no,hombre,wq07058,304700.0,,0,"[30, 40)"
46,,single,secondary,no,yes,no,unknown,8,may,33,4,-1,0,unknown,no,hombre,zm30986,240200.0,,0,"[40, 50)"
39,blue-collar,married,primary,no,yes,no,unknown,8,may,204,1,-1,0,unknown,no,hombre,as39673,273100.0,,0,"[30, 40)"
38,management,married,tertiary,no,yes,no,unknown,8,may,124,1,-1,0,unknown,no,mujer,lt74124,231600.0,,0,"[30, 40)"
38,blue-collar,married,secondary,no,yes,no,unknown,8,may,784,1,-1,0,unknown,no,mujer,ml68399,458600.0,,0,"[30, 40)"
31,technician,single,tertiary,no,yes,no,unknown,8,may,393,1,-1,0,unknown,no,mujer,vv25629,404800.0,,0,"[30, 40)"
39,management,single,tertiary,no,yes,no,unknown,8,may,87,2,-1,0,,no,hombre,cc27457,247000.0,,0,"[30, 40)"
32,blue-collar,married,secondary,no,yes,no,unknown,8,may,108,2,-1,0,unknown,no,hombre,gp45877,296500.0,,0,"[30, 40)"
32,services,married,secondary,no,yes,no,unknown,8,may,207,1,-1,0,unknown,no,hombre,sp59706,269200.0,,0,"[30, 40)"
26,student,single,secondary,no,yes,no,unknown,8,may,278,2,-1,0,unknown,no,hombre,rg86150,233500.0,,0,"[18, 30)"
35,technician,married,secondary,no,yes,no,unknown,8,may,74,1,-1,0,unknown,no,hombre,ce30703,256900.0,,0,"[30, 40)"
26,blue-collar,single,secondary,no,yes,no,unknown,8,may,196,1,-1,0,unknown,no,hombre,it26036,222100.0,,0,"[18, 30)"
33,admin.,single,secondary,no,no,no,unknown,8,may,149,1,-1,0,unknown,no,hombre,np93248,255300.0,,0,"[30, 40)"
41,unknown,single,primary,no,yes,no,unknown,8,may,287,2,-1,0,unknown,no,,yh68859,464800.0,,0,"[40, 50)"
30,entrepreneur,married,secondary,no,no,no,unknown,8,may,229,1,-1,0,unknown,no,hombre,gp54334,228100.0,,0,"[30, 40)"
36,technician,single,secondary,no,yes,no,unknown,8,may,154,1,-1,0,unknown,no,hombre,ln26455,408200.0,,0,"[30, 40)"
46,services,married,secondary,no,yes,no,unknown,8,may,357,1,-1,0,unknown,no,hombre,sx18605,426900.0,,0,"[40, 50)"
30,blue-collar,married,primary,no,yes,no,unknown,8,may,147,1,-1,0,unknown,no,mujer,ir86895,225300.0,,0,"[30, 40)"
46,services,married,secondary,no,no,no,unknown,8,may,93,1,-1,0,unknown,no,hombre,dn59768,264700.0,,0,"[40, 50)"
38,technician,married,tertiary,no,yes,no,unknown,8,may,665,1,-1,0,unknown,no,mujer,ca01466,341100.0,,0,"[30, 40)"
24,technician,single,tertiary,no,yes,no,unknown,8,may,131,1,-1,0,unknown,no,hombre,qx99534,302700.0,,0,"[18, 30)"
41,management,divorced,tertiary,no,yes,no,unknown,8,may,160,1,-1,0,unknown,no,hombre,lq05191,229700.0,,0,"[40, 50)"
28,technician,married,primary,no,yes,no,unknown,8,may,74,1,-1,0,unknown,no,mujer,sm31758,219200.0,,0,"[18, 30)"
55,unemployed,single,tertiary,no,yes,no,unknown,8,may,60,1,-1,0,,no,mujer,lo64627,376300.0,,0,"[50, 60)"
40,management,married,tertiary,no,no,no,unknown,8,may,82,1,-1,0,unknown,no,mujer,yq05478,237100.0,,0,"[40, 50)"
38,management,divorced,tertiary,no,yes,no,unknown,8,may,475,1,-1,0,unknown,no,mujer,dm61627,315400.0,,0,"[30, 40)"
40,technician,married,secondary,no,yes,no,unknown,8,may,111,1,-1,0,unknown,no,mujer,ho48841,294700.0,,0,"[40, 50)"
54,services,married,secondary,no,yes,no,unknown,8,may,284,4,-1,0,unknown,no,mujer,br06736,309100.0,,0,"[50, 60)"
49,,married,secondary,no,yes,no,unknown,8,may,140,1,-1,0,unknown,no,mujer,cm15397,731700.0,219510.0,0,"[40, 50)"
44,blue-collar,married,secondary,no,yes,no,unknown,8,may,110,1,-1,0,unknown,no,mujer,si72833,215500.0,,0,"[40, 50)"
32,management,single,tertiary,no,yes,no,unknown,8,may,64,1,-1,0,unknown,no,hombre,ck22300,300100.0,,0,"[30, 40)"
36,blue-collar,married,primary,no,yes,no,unknown,8,may,149,1,-1,0,unknown,no,mujer,bw41804,250000.0,,0,"[30, 40)"
35,technician,single,secondary,no,yes,no,unknown,8,may,256,2,-1,0,unknown,no,hombre,cb76426,261500.0,,0,"[30, 40)"
31,management,single,tertiary,no,yes,no,unknown,8,may,156,1,-1,0,unknown,no,mujer,ks52041,356500.0,,0,"[30, 40)"
34,technician,married,secondary,no,yes,no,unknown,8,may,63,3,-1,0,unknown,no,hombre,is67347,231500.0,,0,"[30, 40)"
36,management,married,tertiary,no,no,no,unknown,8,may,362,1,-1,0,unknown,no,hombre,vp23346,410200.0,,0,"[30, 40)"
44,admin.,single,secondary,no,yes,no,unknown,8,may,32,3,-1,0,unknown,no,hombre,lc55246,216600.0,,0,"[40, 50)"
44,blue-collar,single,secondary,no,yes,no,unknown,8,may,712,1,-1,0,unknown,no,mujer,lj36288,228600.0,,0,"[40, 50)"
51,blue-collar,married,unknown,no,yes,no,unknown,8,may,102,2,-1,0,unknown,no,hombre,bi92197,237500.0,,0,"[50, 60)"
36,blue-collar,married,secondary,no,no,no,unknown,8,may,338,2,-1,0,unknown,no,mujer,nc42568,225000.0,,0,"[30, 40)"
37,blue-collar,married,secondary,no,yes,no,unknown,8,may,69,2,-1,0,unknown,no,hombre,rs07267,235500.0,,0,"[30, 40)"
31,services,married,secondary,no,yes,no,unknown,8,may,446,1,-1,0,unknown,no,hombre,yx03068,268200.0,,0,"[30, 40)"
42,blue-collar,married,primary,no,yes,no,unknown,8,may,249,2,-1,0,unknown,no,hombre,bl82131,280500.0,,0,"[40, 50)"
55,entrepreneur,married,primary,no,yes,no,unknown,8,may,176,1,-1,0,unknown,no,mujer,jz66059,222600.0,,0,"[50, 60)"
57,management,married,tertiary,no,yes,no,unknown,8,may,1007,1,-1,0,unknown,no,mujer,fm00463,451100.0,,0,"[50, 60)"
33,services,married,secondary,no,yes,yes,unknown,8,may,266,1,-1,0,unknown,no,mujer,zj90297,305400.0,,0,"[30, 40)"
44,blue-collar,married,secondary,yes,yes,no,unknown,8,may,172,1,-1,0,unknown,no,mujer,yz62347,163300.0,,0,"[40, 50)"
30,technician,married,secondary,no,yes,no,unknown,8,may,323,1,-1,0,unknown,no,mujer,pl13173,224900.0,,0,"[30, 40)"
37,services,married,secondary,no,yes,no,unknown,8,may,175,1,-1,0,unknown,no,mujer,mf90094,248700.0,,0,"[30, 40)"
32,admin.,married,secondary,no,yes,no,unknown,8,may,459,1,-1,0,unknown,no,mujer,yv87981,276400.0,,0,"[30, 40)"
33,blue-collar,married,secondary,no,yes,no,unknown,8,may,211,2,-1,0,unknown,no,hombre,zg30225,423800.0,,0,"[30, 40)"
31,technician,single,tertiary,no,yes,no,unknown,8,may,237,1,-1,0,unknown,no,hombre,yr31307,274100.0,,0,"[30, 40)"
46,technician,married,tertiary,no,yes,no,unknown,8,may,50,1,-1,0,unknown,no,mujer,dk91081,292500.0,,0,"[40, 50)"
34,blue-collar,single,secondary,no,yes,no,unknown,8,may,500,1,-1,0,unknown,no,hombre,vx87196,242700.0,,0,"[30, 40)"
51,admin.,divorced,secondary,no,yes,no,unknown,8,may,186,1,-1,0,unknown,no,mujer,bv97710,259000.0,,0,"[50, 60)"
49,technician,married,primary,no,yes,no,unknown,8,may,96,1,-1,0,unknown,no,hombre,jt13184,248000.0,,0,"[40, 50)"
52,management,single,tertiary,yes,no,no,unknown,8,may,98,1,-1,0,unknown,no,hombre,pg65248,225000.0,,0,"[50, 60)"
43,,married,tertiary,no,yes,no,unknown,8,may,364,4,-1,0,unknown,no,mujer,gm35069,458100.0,,0,"[40, 50)"
35,blue-collar,divorced,secondary,no,yes,no,unknown,8,may,477,1,-1,0,unknown,no,hombre,oy48690,225000.0,,0,"[30, 40)"
27,student,single,secondary,no,yes,no,unknown,8,may,319,1,-1,0,unknown,no,mujer,of79369,246700.0,,0,"[18, 30)"
43,blue-collar,married,primary,no,yes,no,unknown,8,may,178,1,-1,0,unknown,no,mujer,md11369,243600.0,,0,"[40, 50)"
49,admin.,divorced,secondary,no,yes,yes,unknown,8,may,513,1,-1,0,unknown,yes,hombre,fi75768,241800.0,,1,"[40, 50)"
50,services,divorced,secondary,no,yes,no,unknown,8,may,170,1,-1,0,unknown,no,mujer,vf11866,239500.0,,0,"[50, 60)"
33,admin.,divorced,secondary,no,yes,no,unknown,8,may,139,1,-1,0,unknown,no,mujer,ma43089,239000.0,,0,"[30, 40)"
49,services,married,secondary,no,yes,no,unknown,8,may,70,1,-1,0,unknown,no,hombre,wf72307,222800.0,,0,"[40, 50)"
50,technician,married,secondary,no,yes,no,unknown,8,may,110,1,-1,0,unknown,no,mujer,sx03939,263900.0,,0,"[50, 60)"
42,admin.,married,secondary,no,yes,yes,unknown,8,may,280,2,-1,0,unknown,no,mujer,iu56038,257300.0,,0,"[40, 50)"
